"","NameUsed","Institution","Pub.Outlet","InstitutionPrestige","Gender","Race"
"1449","Paul Bennett","Harvard University","Economics","High","Male","White"
"1450","Paul Bennett","Stanford University","Economics","High","Male","White"
"1451","Paul Bennett","Bridgewater State University","Economics","Low","Male","White"
"1452","Paul Bennett","California State University, Stanislaus","Economics","Low","Male","White"
"1453","Chad Nichols","Harvard University","Economics","High","Male","White"
"1454","Chad Nichols","Stanford University","Economics","High","Male","White"
"1455","Chad Nichols","Bridgewater State University","Economics","Low","Male","White"
"1456","Chad Nichols","California State University, Stanislaus","Economics","Low","Male","White"
"1457","Li Weihao","Harvard University","Economics","High","Male","Asian"
"1458","Li Weihao","Stanford University","Economics","High","Male","Asian"
"1459","Christian Hernandez","Bridgewater State University","Computer Sciences","Low","Male","Hispanic"
"1460","Li Weihao","Bridgewater State University","Economics","Low","Male","Asian"
"1461","Li Weihao","California State University, Stanislaus","Economics","Low","Male","Asian"
"1462","Wang Gangwei","Harvard University","Economics","High","Male","Asian"
"1463","Wang Gangwei","Stanford University","Economics","High","Male","Asian"
"1464","Wang Gangwei","Bridgewater State University","Economics","Low","Male","Asian"
"1465","Wang Gangwei","California State University, Stanislaus","Economics","Low","Male","Asian"
"1466","Rahul Sharma","Harvard University","Economics","High","Male","Asian"
"1467","Christian Hernandez","California State University, Stanislaus","Computer Sciences","Low","Male","Hispanic"
"1468","Rahul Sharma","Stanford University","Economics","High","Male","Asian"
"1469","Rahul Sharma","Bridgewater State University","Economics","Low","Male","Asian"
"1470","Rahul Sharma","California State University, Stanislaus","Economics","Low","Male","Asian"
"1471","Amit Patel","Harvard University","Economics","High","Male","Asian"
"1472","Amit Patel","Stanford University","Economics","High","Male","Asian"
"1473","Amit Patel","Bridgewater State University","Economics","Low","Male","Asian"
"1474","Amit Patel","California State University, Stanislaus","Economics","Low","Male","Asian"
"1475","Keisha Towns","Harvard University","Economics","High","Female","Black"
"1476","Keisha Towns","Stanford University","Economics","High","Female","Black"
"1477","Keisha Towns","Bridgewater State University","Economics","Low","Female","Black"
"1478","Keisha Towns","California State University, Stanislaus","Economics","Low","Female","Black"
"1479","Tyra Cooks","Harvard University","Economics","High","Female","Black"
"1480","Tyra Cooks","Stanford University","Economics","High","Female","Black"
"1481","Joe Alvarez","Harvard University","Computer Sciences","High","Male","Hispanic"
"1482","Tyra Cooks","Bridgewater State University","Economics","Low","Female","Black"
"1483","Tyra Cooks","California State University, Stanislaus","Economics","Low","Female","Black"
"1484","Janae Washington","Harvard University","Economics","High","Female","Black"
"1485","Janae Washington","Stanford University","Economics","High","Female","Black"
"1486","Janae Washington","Bridgewater State University","Economics","Low","Female","Black"
"1487","Janae Washington","California State University, Stanislaus","Economics","Low","Female","Black"
"1488","Monique Rivers","Harvard University","Economics","High","Female","Black"
"1489","Joe Alvarez","Stanford University","Computer Sciences","High","Male","Hispanic"
"1490","Monique Rivers","Stanford University","Economics","High","Female","Black"
"1491","Monique Rivers","Bridgewater State University","Economics","Low","Female","Black"
"1492","Monique Rivers","California State University, Stanislaus","Economics","Low","Female","Black"
"1493","Maria Garcia","Harvard University","Economics","High","Female","Hispanic"
"1494","Maria Garcia","Stanford University","Economics","High","Female","Hispanic"
"1495","Maria Garcia","Bridgewater State University","Economics","Low","Female","Hispanic"
"1496","Maria Garcia","California State University, Stanislaus","Economics","Low","Female","Hispanic"
"1497","Vanessa Rodriquez","Harvard University","Economics","High","Female","Hispanic"
"1498","Vanessa Rodriquez","Stanford University","Economics","High","Female","Hispanic"
"1499","Vanessa Rodriquez","Bridgewater State University","Economics","Low","Female","Hispanic"
"1500","Vanessa Rodriquez","California State University, Stanislaus","Economics","Low","Female","Hispanic"
"1501","Laura Ramirez","Harvard University","Economics","High","Female","Hispanic"
"1502","Laura Ramirez","Stanford University","Economics","High","Female","Hispanic"
"1503","Jermaine Jackson","Bridgewater State University","Computer Sciences","Low","Male","Black"
"1504","Joe Alvarez","Bridgewater State University","Computer Sciences","Low","Male","Hispanic"
"1505","Laura Ramirez","Bridgewater State University","Economics","Low","Female","Hispanic"
"1506","Laura Ramirez","California State University, Stanislaus","Economics","Low","Female","Hispanic"
"1507","Gabriela Lopez","Harvard University","Economics","High","Female","Hispanic"
"1508","Gabriela Lopez","Stanford University","Economics","High","Female","Hispanic"
"1509","Gabriela Lopez","Bridgewater State University","Economics","Low","Female","Hispanic"
"1510","Gabriela Lopez","California State University, Stanislaus","Economics","Low","Female","Hispanic"
"1511","Vivian Cheng","Harvard University","Economics","High","Female","Asian"
"1512","Joe Alvarez","California State University, Stanislaus","Computer Sciences","Low","Male","Hispanic"
"1513","Vivian Cheng","Stanford University","Economics","High","Female","Asian"
"1514","Vivian Cheng","Bridgewater State University","Economics","Low","Female","Asian"
"1515","Vivian Cheng","California State University, Stanislaus","Economics","Low","Female","Asian"
"1516","Christina Wang","Harvard University","Economics","High","Female","Asian"
"1517","Christina Wang","Stanford University","Economics","High","Female","Asian"
"1518","Christina Wang","Bridgewater State University","Economics","Low","Female","Asian"
"1519","Christina Wang","California State University, Stanislaus","Economics","Low","Female","Asian"
"1520","Suni Tran","Harvard University","Economics","High","Female","Asian"
"1521","Suni Tran","Stanford University","Economics","High","Female","Asian"
"1522","Suni Tran","Bridgewater State University","Economics","Low","Female","Asian"
"1523","Suni Tran","California State University, Stanislaus","Economics","Low","Female","Asian"
"1524","Mei Lin","Harvard University","Economics","High","Female","Asian"
"1525","Mei Lin","Stanford University","Economics","High","Female","Asian"
"1526","Rodrigo Romero","Harvard University","Computer Sciences","High","Male","Hispanic"
"1527","Mei Lin","Bridgewater State University","Economics","Low","Female","Asian"
"1528","Mei Lin","California State University, Stanislaus","Economics","Low","Female","Asian"
"1529","Katie Burns","Harvard University","Economics","High","Female","White"
"1530","Katie Burns","Stanford University","Economics","High","Female","White"
"1531","Katie Burns","Bridgewater State University","Economics","Low","Female","White"
"1532","Katie Burns","California State University, Stanislaus","Economics","Low","Female","White"
"1533","Cara O'Connor","Harvard University","Economics","High","Female","White"
"1534","Rodrigo Romero","Stanford University","Computer Sciences","High","Male","Hispanic"
"1535","Cara O'Connor","Stanford University","Economics","High","Female","White"
"1536","Cara O'Connor","Bridgewater State University","Economics","Low","Female","White"
"1537","Cara O'Connor","California State University, Stanislaus","Economics","Low","Female","White"
"1538","Allison Baker","Harvard University","Economics","High","Female","White"
"1539","Allison Baker","Stanford University","Economics","High","Female","White"
"1540","Allison Baker","Bridgewater State University","Economics","Low","Female","White"
"1541","Allison Baker","California State University, Stanislaus","Economics","Low","Female","White"
"1542","Meredith Rogers","Harvard University","Economics","High","Female","White"
"1543","Meredith Rogers","Stanford University","Economics","High","Female","White"
"1544","Meredith Rogers","Bridgewater State University","Economics","Low","Female","White"
"1545","Meredith Rogers","California State University, Stanislaus","Economics","Low","Female","White"
"1546","Liu Xiaohong","Harvard University","Economics","High","Female","Asian"
"1547","Liu Xiaohong","Stanford University","Economics","High","Female","Asian"
"1548","Rodrigo Romero","Bridgewater State University","Computer Sciences","Low","Male","Hispanic"
"1549","Liu Xiaohong","Bridgewater State University","Economics","Low","Female","Asian"
"1550","Liu Xiaohong","California State University, Stanislaus","Economics","Low","Female","Asian"
"1551","Chen Meili","Harvard University","Economics","High","Female","Asian"
"1552","Chen Meili","Stanford University","Economics","High","Female","Asian"
"1553","Chen Meili","Bridgewater State University","Economics","Low","Female","Asian"
"1554","Chen Meili","California State University, Stanislaus","Economics","Low","Female","Asian"
"1555","Priya Kumar","Harvard University","Economics","High","Female","Asian"
"1556","Rodrigo Romero","California State University, Stanislaus","Computer Sciences","Low","Male","Hispanic"
"1557","Priya Kumar","Stanford University","Economics","High","Female","Asian"
"1558","Priya Kumar","Bridgewater State University","Economics","Low","Female","Asian"
"1559","Priya Kumar","California State University, Stanislaus","Economics","Low","Female","Asian"
"1560","Anjali Gupta","Harvard University","Economics","High","Female","Asian"
"1561","Anjali Gupta","Stanford University","Economics","High","Female","Asian"
"1562","Anjali Gupta","Bridgewater State University","Economics","Low","Female","Asian"
"1563","Anjali Gupta","California State University, Stanislaus","Economics","Low","Female","Asian"
"1564","George Yang","Harvard University","Computer Sciences","High","Male","Asian"
"1565","Jermaine Jackson","California State University, Stanislaus","Computer Sciences","Low","Male","Black"
"1566","George Yang","Stanford University","Computer Sciences","High","Male","Asian"
"1567","George Yang","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1568","George Yang","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1569","Harry Wu","Harvard University","Computer Sciences","High","Male","Asian"
"1570","Harry Wu","Stanford University","Computer Sciences","High","Male","Asian"
"1571","Harry Wu","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1572","Harry Wu","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1573","Pheng Chan","Harvard University","Computer Sciences","High","Male","Asian"
"1574","Pheng Chan","Stanford University","Computer Sciences","High","Male","Asian"
"1575","Pheng Chan","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1576","Pheng Chan","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1577","Kenji Yoshida","Harvard University","Computer Sciences","High","Male","Asian"
"1578","Kenji Yoshida","Stanford University","Computer Sciences","High","Male","Asian"
"1579","Denzel Gaines","Harvard University","Computer Sciences","High","Male","Black"
"1580","Kenji Yoshida","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1581","Kenji Yoshida","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1582","Gregory Roberts","Harvard University","Computer Sciences","High","Male","White"
"1583","Gregory Roberts","Stanford University","Computer Sciences","High","Male","White"
"1584","Gregory Roberts","Bridgewater State University","Computer Sciences","Low","Male","White"
"1585","Gregory Roberts","California State University, Stanislaus","Computer Sciences","Low","Male","White"
"1586","Matthew Owens","Harvard University","Computer Sciences","High","Male","White"
"1587","Denzel Gaines","Stanford University","Computer Sciences","High","Male","Black"
"1588","Matthew Owens","Stanford University","Computer Sciences","High","Male","White"
"1589","Matthew Owens","Bridgewater State University","Computer Sciences","Low","Male","White"
"1590","Matthew Owens","California State University, Stanislaus","Computer Sciences","Low","Male","White"
"1591","Paul Bennett","Harvard University","Computer Sciences","High","Male","White"
"1592","Paul Bennett","Stanford University","Computer Sciences","High","Male","White"
"1593","Paul Bennett","Bridgewater State University","Computer Sciences","Low","Male","White"
"1594","Paul Bennett","California State University, Stanislaus","Computer Sciences","Low","Male","White"
"1595","Chad Nichols","Harvard University","Computer Sciences","High","Male","White"
"1596","Chad Nichols","Stanford University","Computer Sciences","High","Male","White"
"1597","Chad Nichols","Bridgewater State University","Computer Sciences","Low","Male","White"
"1598","Chad Nichols","California State University, Stanislaus","Computer Sciences","Low","Male","White"
"1599","Li Weihao","Harvard University","Computer Sciences","High","Male","Asian"
"1600","Li Weihao","Stanford University","Computer Sciences","High","Male","Asian"
